Timestamp,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,Annotation
2023-11-15 11:47:59,7.98,3.09,0.15,0.056,0.031,0.025,0.033,0.037,0.037,0.024,0.027,0.035,0.011,0.061,0.252,3.88,0
2023-11-15 11:48:59,7.76,3.08,0.16,0.058,0.012,0.032,0.026,0.015,0.022,0.023,0.026,0.014,0.021,0.064,0.268,3.4,0
2023-11-15 11:49:59,8.23,3.09,0.17,0.062,0.029,0.031,0.019,0.019,0.022,0.011,0.024,0.03,0.028,0.05,0.252,3.84,0
2023-11-15 11:50:59,8.49,3.01,0.16,0.057,0.026,0.015,0.025,0.01,0.01,0.016,0.024,0.035,0.037,0.055,0.259,3.25,0
2023-11-15 11:51:59,8.35,3.53,0.17,0.061,0.028,0.011,0.022,0.027,0.016,0.032,0.031,0.012,0.014,0.063,0.141,3.77,0
2023-11-15 11:52:59,8.32,3.63,0.15,0.06,0.022,0.021,0.035,0.03,0.023,0.029,0.021,0.014,0.013,0.054,0.189,3.8,0
2023-11-15 11:53:59,7.73,3.26,0.16,0.06,0.022,0.034,0.034,0.02,0.02,0.016,0.012,0.033,0.037,0.052,0.18,3.03,0
2023-11-15 11:54:59,7.5,3.49,0.17,0.056,0.036,0.015,0.032,0.018,0.034,0.018,0.021,0.034,0.021,0.065,0.17,3.29,0
2023-11-15 11:55:59,7.72,3.74,0.17,0.06,0.024,0.028,0.034,0.017,0.012,0.021,0.016,0.014,0.033,0.057,0.155,3.5,0
2023-11-15 11:56:59,7.56,3.91,0.15,0.054,0.037,0.037,0.036,0.029,0.026,0.02,0.019,0.01,0.022,0.06,0.166,3.79,0
2023-11-15 11:57:59,8.44,3.67,0.16,0.051,0.021,0.035,0.024,0.022,0.014,0.028,0.035,0.033,0.036,0.061,0.242,3.35,0
2023-11-15 11:58:59,7.53,3.35,0.17,0.057,0.038,0.036,0.024,0.023,0.023,0.028,0.025,0.017,0.022,0.058,0.227,3.97,0
2023-11-15 11:59:59,7.67,3.92,0.16,0.061,0.025,0.027,0.033,0.019,0.022,0.026,0.016,0.03,0.033,0.058,0.128,4,0
2023-11-15 12:00:59,7.62,3.82,0.16,0.054,0.033,0.013,0.021,0.015,0.027,0.034,0.02,0.024,0.01,0.053,0.212,3.91,0
2023-11-15 12:01:59,8.48,3.22,0.18,0.054,0.038,0.019,0.037,0.034,0.034,0.01,0.033,0.023,0.033,0.052,0.207,3.18,0
2023-11-15 12:02:59,8.4,3.94,0.18,0.051,0.033,0.03,0.011,0.038,0.023,0.025,0.022,0.035,0.011,0.054,0.251,3.26,0
2023-11-15 12:03:59,7.88,3.57,0.15,0.054,0.012,0.022,0.018,0.028,0.033,0.022,0.022,0.013,0.037,0.06,0.263,3.53,0
2023-11-15 12:04:59,7.63,3.58,0.18,0.052,0.017,0.018,0.012,0.037,0.03,0.038,0.033,0.025,0.029,0.051,0.128,3.58,0
2023-11-15 12:05:59,8.24,3.25,0.16,0.064,0.028,0.013,0.027,0.035,0.026,0.027,0.022,0.014,0.024,0.061,0.218,3.04,0
2023-11-15 12:06:59,8.28,3.41,0.15,0.055,0.038,0.026,0.025,0.038,0.032,0.033,0.031,0.033,0.012,0.058,0.158,3.29,0
2023-11-15 12:07:59,8.48,3.49,0.18,0.063,0.031,0.035,0.033,0.03,0.029,0.022,0.032,0.02,0.014,0.057,0.207,3.64,0
2023-11-15 12:08:59,7.63,3.97,0.15,0.064,0.03,0.036,0.012,0.017,0.016,0.024,0.032,0.028,0.03,0.055,0.129,3.56,0
2023-11-15 12:09:59,7.56,3.35,0.16,0.057,0.038,0.01,0.032,0.018,0.032,0.016,0.019,0.013,0.024,0.051,0.258,3.54,0
2023-11-15 12:10:59,8.17,3.81,0.17,0.061,0.024,0.026,0.034,0.015,0.016,0.038,0.025,0.028,0.027,0.06,0.148,3.67,0
2023-11-15 12:11:59,7.63,3.65,0.15,0.056,0.018,0.012,0.031,0.017,0.017,0.012,0.025,0.037,0.015,0.059,0.238,3.83,0
2023-11-15 12:12:59,8.14,3.84,0.15,0.058,0.029,0.013,0.016,0.014,0.022,0.019,0.026,0.035,0.024,0.062,0.131,3.36,0
2023-11-15 12:13:59,8.03,3.68,0.18,0.054,0.026,0.031,0.021,0.016,0.028,0.012,0.031,0.026,0.031,0.051,0.205,3.93,0
2023-11-15 12:14:59,8.15,3.02,0.15,0.06,0.021,0.014,0.019,0.011,0.035,0.019,0.032,0.023,0.026,0.06,0.141,3.21,0
2023-11-15 12:15:59,7.94,3.72,0.15,0.05,0.02,0.037,0.016,0.034,0.027,0.013,0.019,0.022,0.037,0.057,0.181,3.51,0
2023-11-15 12:16:59,8.05,3.73,0.15,0.065,0.022,0.015,0.02,0.029,0.016,0.035,0.028,0.035,0.021,0.062,0.17,3.37,0
2023-11-15 12:17:59,8.21,3.51,0.15,0.053,0.01,0.025,0.03,0.016,0.035,0.022,0.029,0.024,0.036,0.059,0.159,3.63,0
2023-11-15 12:18:59,7.58,3.21,0.18,0.056,0.014,0.022,0.035,0.015,0.022,0.023,0.017,0.031,0.023,0.06,0.147,3.19,0
2023-11-15 12:19:59,7.72,3.04,0.16,0.054,0.017,0.034,0.013,0.033,0.01,0.013,0.019,0.036,0.01,0.061,0.244,3.75,0
2023-11-15 12:20:59,7.5,3.58,0.18,0.058,0.018,0.015,0.028,0.023,0.026,0.033,0.016,0.018,0.021,0.052,0.28,3.67,0
2023-11-15 12:21:59,7.74,3.25,0.15,0.05,0.031,0.02,0.014,0.022,0.032,0.037,0.027,0.02,0.016,0.054,0.164,3.39,0
2023-11-15 12:22:59,7.63,3.23,0.17,0.065,0.013,0.015,0.033,0.016,0.038,0.036,0.013,0.025,0.017,0.052,0.15,3.9,0
2023-11-15 12:23:59,8.08,3.68,0.18,0.056,0.038,0.018,0.03,0.029,0.021,0.036,0.012,0.03,0.034,0.053,0.273,3.97,0
2023-11-15 12:24:59,7.83,3.4,0.17,0.058,0.017,0.019,0.033,0.021,0.018,0.024,0.025,0.016,0.015,0.06,0.124,3.33,0
2023-11-15 12:25:59,8,3.11,0.15,0.055,0.038,0.022,0.036,0.028,0.012,0.011,0.03,0.017,0.038,0.055,0.129,3.49,0
2023-11-15 12:26:59,7.9,3.53,0.18,0.063,0.01,0.015,0.033,0.011,0.025,0.026,0.02,0.012,0.03,0.055,0.248,3.42,0
2023-11-15 12:27:59,8.49,3.8,0.16,0.059,0.029,0.036,0.015,0.037,0.026,0.027,0.03,0.027,0.03,0.065,0.165,3.68,0
2023-11-15 12:28:59,8.02,3.67,0.15,0.063,0.031,0.028,0.011,0.022,0.028,0.035,0.033,0.016,0.038,0.055,0.152,3.57,0
2023-11-15 12:29:59,7.76,3.34,0.18,0.058,0.038,0.026,0.027,0.035,0.036,0.023,0.027,0.013,0.015,0.059,0.254,3.69,0
2023-11-15 12:30:59,8.4,3.05,0.16,0.063,0.014,0.022,0.021,0.03,0.032,0.011,0.03,0.031,0.035,0.056,0.237,3.94,0
2023-11-15 12:31:59,8.01,3.1,0.18,0.06,0.033,0.028,0.01,0.026,0.037,0.029,0.016,0.03,0.037,0.051,0.254,3.39,0
2023-11-15 12:32:59,7.61,3.81,0.18,0.053,0.033,0.03,0.028,0.035,0.032,0.017,0.022,0.017,0.029,0.053,0.179,3.07,0
2023-11-15 12:33:59,8.38,3.79,0.18,0.052,0.013,0.029,0.012,0.015,0.017,0.023,0.024,0.033,0.014,0.05,0.265,3.61,0
2023-11-15 12:34:59,8.16,3.52,0.18,0.065,0.014,0.026,0.013,0.016,0.038,0.017,0.029,0.014,0.013,0.051,0.274,3.43,0
2023-11-15 12:35:59,7.57,3.55,0.18,0.061,0.022,0.023,0.034,0.015,0.037,0.03,0.022,0.029,0.029,0.051,0.16,3.86,0
2023-11-15 12:36:59,7.84,3.97,0.18,0.054,0.03,0.026,0.026,0.024,0.027,0.03,0.033,0.023,0.026,0.061,0.158,3.37,0
2023-11-15 12:37:59,7.5,3.38,0.16,0.053,0.034,0.036,0.024,0.025,0.014,0.023,0.017,0.032,0.023,0.057,0.27,3.71,0
2023-11-15 12:38:59,8.29,3.05,0.18,0.061,0.012,0.035,0.034,0.016,0.026,0.028,0.023,0.025,0.037,0.054,0.235,3.26,0
2023-11-15 12:39:59,8.25,3.22,0.17,0.06,0.027,0.022,0.038,0.021,0.036,0.013,0.028,0.025,0.016,0.063,0.148,3.44,0
2023-11-15 12:40:59,7.53,3.55,0.15,0.054,0.013,0.034,0.015,0.035,0.019,0.015,0.037,0.017,0.028,0.059,0.158,3.99,0
2023-11-15 12:41:59,7.77,3.65,0.16,0.059,0.017,0.035,0.017,0.024,0.01,0.028,0.025,0.012,0.037,0.058,0.266,3.39,0
2023-11-15 12:42:59,8.5,3.51,0.17,0.057,0.034,0.028,0.031,0.03,0.033,0.013,0.034,0.031,0.017,0.05,0.244,3.27,0
2023-11-15 12:43:59,8.19,3.29,0.15,0.063,0.037,0.01,0.017,0.021,0.032,0.016,0.011,0.02,0.031,0.055,0.274,3.11,0
2023-11-15 12:44:59,8.37,3.54,0.18,0.061,0.022,0.033,0.02,0.022,0.01,0.025,0.01,0.027,0.016,0.058,0.137,3.75,0
2023-11-15 12:45:59,8.34,3.98,0.15,0.056,0.014,0.022,0.016,0.037,0.02,0.02,0.035,0.038,0.022,0.053,0.239,3.52,0
2023-11-15 12:46:59,7.51,3.4,0.18,0.058,0.013,0.033,0.025,0.024,0.018,0.014,0.023,0.019,0.038,0.061,0.226,3.34,0
2023-11-15 12:47:59,7.91,3.17,0.15,0.053,0.012,0.03,0.026,0.025,0.013,0.035,0.019,0.028,0.022,0.052,0.132,3.68,0
2023-11-15 12:48:59,7.9,3.11,0.16,0.062,0.033,0.035,0.02,0.03,0.024,0.012,0.035,0.01,0.027,0.063,0.122,3.6,0
2023-11-15 12:49:59,11.41,6.85,1.35,0.9,1.53,0.89,0.8,0.83,0.89,0.89,0.85,0.89,1.83,0.89,1.49,6.77,1
2023-11-15 12:50:59,7.96,3.29,0.16,0.052,0.014,0.019,0.016,0.022,0.013,0.017,0.011,0.02,0.017,0.063,0.156,3.66,0
2023-11-15 12:51:59,7.54,3.67,0.18,0.052,0.025,0.014,0.032,0.032,0.012,0.018,0.026,0.034,0.037,0.058,0.166,3.38,0
2023-11-15 12:52:59,8.29,3.6,0.16,0.054,0.023,0.025,0.011,0.023,0.026,0.019,0.026,0.013,0.014,0.056,0.241,3.22,0
2023-11-15 12:53:59,10.85,7.07,1.32,0.96,1.79,0.89,0.87,0.87,0.87,0.86,0.8,0.82,1.79,0.86,1.49,6.42,1
2023-11-15 12:54:59,11.57,7.39,1.42,0.91,1.57,0.83,0.88,0.85,0.84,0.81,0.82,0.88,1.82,0.82,1.37,5.41,1
2023-11-15 12:55:59,7.69,3.69,0.15,0.064,0.035,0.027,0.013,0.019,0.038,0.017,0.015,0.023,0.031,0.062,0.15,3.46,0
2023-11-15 12:56:59,8.19,3.11,0.18,0.058,0.023,0.033,0.019,0.012,0.02,0.024,0.035,0.031,0.038,0.055,0.234,3.51,0
2023-11-15 12:57:59,8.42,3.03,0.16,0.056,0.034,0.014,0.017,0.033,0.036,0.027,0.013,0.029,0.022,0.056,0.244,3.52,0
2023-11-15 12:58:59,7.72,3.86,0.17,0.059,0.036,0.029,0.017,0.015,0.011,0.027,0.018,0.03,0.021,0.054,0.193,3.32,0
2023-11-15 12:59:59,11.69,7.22,1.42,0.99,1.75,0.8,0.8,0.87,0.87,0.88,0.9,0.9,1.83,0.84,1.47,5.6,1
2023-11-15 13:00:59,8.18,3.62,0.18,0.053,0.038,0.021,0.012,0.019,0.01,0.035,0.035,0.03,0.038,0.065,0.179,3.31,0
2023-11-15 13:01:59,8.39,3.31,0.16,0.061,0.025,0.013,0.013,0.024,0.01,0.023,0.011,0.026,0.029,0.062,0.146,3.89,0
2023-11-15 13:02:59,10.59,7.49,1.41,0.93,1.6,0.85,0.83,0.85,0.8,0.87,0.82,0.89,1.72,0.88,1.34,5.79,1
2023-11-15 13:03:59,7.52,3.61,0.17,0.064,0.014,0.025,0.034,0.025,0.012,0.012,0.037,0.037,0.013,0.06,0.275,3.53,0
2023-11-15 13:04:59,8.44,3.57,0.16,0.052,0.015,0.034,0.028,0.019,0.038,0.023,0.014,0.011,0.036,0.063,0.215,3.06,0
2023-11-15 13:05:59,8.2,3.43,0.16,0.053,0.018,0.034,0.03,0.029,0.029,0.038,0.031,0.012,0.02,0.053,0.215,3.76,0
2023-11-15 13:06:59,8.25,3.49,0.15,0.055,0.024,0.02,0.032,0.037,0.011,0.015,0.012,0.036,0.024,0.05,0.207,3.11,0
2023-11-15 13:07:59,7.97,3.92,0.17,0.065,0.01,0.013,0.035,0.027,0.017,0.011,0.03,0.03,0.016,0.053,0.235,3.4,0
2023-11-15 13:08:59,10.99,7.25,1.35,0.93,1.72,0.88,0.86,0.9,0.83,0.82,0.87,0.82,1.82,0.8,1.1,6.47,1
2023-11-15 13:09:59,7.58,3.27,0.17,0.064,0.02,0.012,0.018,0.014,0.017,0.014,0.01,0.033,0.019,0.053,0.142,3.35,0
2023-11-15 13:10:59,8.45,3.28,0.15,0.05,0.026,0.031,0.029,0.022,0.02,0.021,0.03,0.011,0.03,0.061,0.19,3.69,0
2023-11-15 13:11:59,7.75,3.66,0.16,0.062,0.036,0.016,0.032,0.017,0.019,0.031,0.025,0.013,0.038,0.065,0.137,3.57,0
2023-11-15 13:12:59,7.91,3.41,0.16,0.051,0.031,0.02,0.014,0.023,0.035,0.036,0.037,0.027,0.032,0.051,0.195,3.94,0
2023-11-15 13:13:59,7.75,3.96,0.18,0.063,0.03,0.023,0.03,0.021,0.027,0.027,0.036,0.017,0.033,0.061,0.241,3.61,0
2023-11-15 13:14:59,8.26,3.12,0.18,0.054,0.038,0.012,0.027,0.016,0.028,0.033,0.032,0.011,0.015,0.053,0.22,3.61,0
2023-11-15 13:15:59,7.94,3.31,0.15,0.055,0.013,0.038,0.02,0.011,0.034,0.019,0.022,0.027,0.017,0.056,0.215,3.13,0
2023-11-15 13:16:59,7.71,3.11,0.18,0.057,0.033,0.037,0.03,0.013,0.036,0.026,0.021,0.038,0.02,0.062,0.246,3.24,0
2023-11-15 13:17:59,7.8,3,0.16,0.05,0.025,0.037,0.024,0.013,0.038,0.029,0.031,0.022,0.034,0.05,0.234,3.37,0
2023-11-15 13:18:59,7.98,3.22,0.18,0.06,0.021,0.03,0.021,0.026,0.029,0.016,0.032,0.034,0.012,0.057,0.129,3.72,0
2023-11-15 13:19:59,8.08,3.12,0.17,0.061,0.017,0.034,0.038,0.011,0.014,0.017,0.021,0.01,0.026,0.058,0.194,3.25,0
2023-11-15 13:20:59,8.09,3.72,0.15,0.062,0.012,0.027,0.016,0.026,0.023,0.021,0.032,0.014,0.034,0.059,0.163,3.89,0
2023-11-15 13:21:59,7.97,3.06,0.15,0.059,0.023,0.027,0.024,0.027,0.019,0.018,0.021,0.019,0.017,0.056,0.251,3.92,0
2023-11-15 13:22:59,7.59,3.4,0.17,0.053,0.024,0.023,0.023,0.018,0.032,0.038,0.01,0.018,0.011,0.056,0.149,3.79,0
2023-11-15 13:23:59,7.61,3.4,0.15,0.051,0.012,0.014,0.038,0.026,0.03,0.021,0.033,0.033,0.014,0.051,0.223,3.05,0
2023-11-15 13:24:59,8.15,3.24,0.18,0.057,0.011,0.024,0.037,0.031,0.022,0.023,0.028,0.035,0.028,0.064,0.224,3.14,0
2023-11-15 13:25:59,8.24,3.1,0.17,0.059,0.022,0.031,0.016,0.034,0.029,0.01,0.038,0.035,0.01,0.062,0.14,3.55,0
2023-11-15 13:26:59,7.52,3.79,0.18,0.06,0.019,0.019,0.015,0.014,0.017,0.03,0.028,0.023,0.014,0.057,0.28,3.48,0
2023-11-15 13:27:59,8.33,3.45,0.18,0.061,0.026,0.03,0.038,0.025,0.013,0.037,0.03,0.038,0.018,0.062,0.193,3.7,0
2023-11-15 13:28:59,7.83,3.77,0.17,0.063,0.022,0.023,0.036,0.017,0.03,0.033,0.029,0.012,0.027,0.052,0.19,3.48,0
2023-11-15 13:29:59,8.36,3.88,0.17,0.059,0.035,0.036,0.014,0.026,0.032,0.029,0.021,0.017,0.035,0.056,0.206,3.45,0
2023-11-15 13:30:59,8.38,3.84,0.18,0.06,0.013,0.019,0.019,0.038,0.017,0.026,0.035,0.017,0.021,0.065,0.149,3.14,0
2023-11-15 13:31:59,8.04,3.41,0.15,0.063,0.037,0.022,0.014,0.014,0.036,0.024,0.024,0.026,0.02,0.05,0.181,3.02,0
2023-11-15 13:32:59,8,3.64,0.18,0.06,0.02,0.018,0.034,0.017,0.024,0.028,0.02,0.017,0.018,0.058,0.144,3.6,0
2023-11-15 13:33:59,7.78,3.88,0.17,0.051,0.03,0.032,0.021,0.015,0.021,0.036,0.021,0.012,0.038,0.061,0.246,3.41,0
2023-11-15 13:34:59,7.75,3.81,0.18,0.054,0.015,0.013,0.035,0.022,0.036,0.032,0.027,0.028,0.013,0.053,0.24,3.29,0
2023-11-15 13:35:59,7.89,3.79,0.17,0.064,0.036,0.011,0.026,0.026,0.012,0.027,0.027,0.03,0.022,0.052,0.211,3.98,0
2023-11-15 13:36:59,7.95,3.22,0.18,0.051,0.022,0.036,0.026,0.037,0.022,0.026,0.028,0.032,0.021,0.063,0.213,3.93,0
2023-11-15 13:37:59,8.45,3.89,0.17,0.051,0.035,0.033,0.013,0.017,0.02,0.029,0.021,0.018,0.022,0.058,0.14,3.76,0
2023-11-15 13:38:59,8.24,3.79,0.15,0.051,0.017,0.012,0.038,0.025,0.011,0.031,0.011,0.027,0.037,0.064,0.124,3.75,0
2023-11-15 13:39:59,7.99,3.74,0.16,0.057,0.025,0.021,0.02,0.019,0.034,0.026,0.034,0.036,0.017,0.061,0.26,3.03,0
2023-11-15 13:40:59,8.47,3.27,0.16,0.059,0.038,0.022,0.031,0.021,0.011,0.014,0.032,0.029,0.012,0.054,0.201,3.19,0
2023-11-15 13:41:59,7.69,3.81,0.18,0.056,0.014,0.036,0.033,0.019,0.032,0.027,0.022,0.01,0.014,0.053,0.141,3.93,0
2023-11-15 13:42:59,8.31,3.23,0.18,0.055,0.016,0.019,0.026,0.036,0.012,0.018,0.037,0.031,0.026,0.058,0.165,3.55,0
2023-11-15 13:43:59,8.04,3.44,0.17,0.062,0.017,0.033,0.034,0.032,0.024,0.02,0.035,0.021,0.027,0.058,0.239,3.65,0
2023-11-15 13:44:59,8.29,3.82,0.15,0.051,0.024,0.034,0.019,0.032,0.016,0.036,0.025,0.036,0.011,0.062,0.168,3.66,0
2023-11-15 13:45:59,8.47,3.28,0.16,0.053,0.034,0.034,0.02,0.026,0.031,0.016,0.027,0.024,0.023,0.059,0.143,3.68,0
2023-11-15 13:46:59,7.76,3.49,0.18,0.055,0.034,0.01,0.023,0.036,0.017,0.038,0.019,0.019,0.032,0.065,0.224,3.55,0
2023-11-15 13:47:59,7.71,3.68,0.17,0.054,0.031,0.015,0.025,0.025,0.028,0.023,0.032,0.022,0.016,0.058,0.273,3.4,0
2023-11-15 13:48:59,8.45,3.12,0.18,0.062,0.024,0.011,0.032,0.017,0.014,0.037,0.02,0.013,0.032,0.052,0.154,3.72,0
2023-11-15 13:49:59,7.66,3.43,0.16,0.05,0.01,0.024,0.02,0.017,0.03,0.016,0.022,0.017,0.032,0.055,0.227,3.91,0
2023-11-15 13:50:59,7.79,3.45,0.16,0.065,0.027,0.026,0.037,0.022,0.03,0.019,0.025,0.015,0.036,0.051,0.234,3.55,0
2023-11-15 13:51:59,7.71,3.52,0.17,0.054,0.024,0.028,0.026,0.018,0.029,0.018,0.024,0.015,0.026,0.052,0.141,3.02,0
2023-11-15 13:52:59,7.51,4,0.15,0.059,0.013,0.015,0.023,0.034,0.017,0.026,0.028,0.026,0.029,0.051,0.153,3.73,0
2023-11-15 13:53:59,7.63,3.37,0.15,0.052,0.015,0.014,0.034,0.034,0.01,0.035,0.022,0.036,0.023,0.06,0.123,3.31,0
2023-11-15 13:54:59,7.88,3.43,0.15,0.053,0.022,0.035,0.028,0.024,0.032,0.011,0.021,0.035,0.019,0.054,0.26,3.14,0
2023-11-15 13:55:59,7.99,3.88,0.15,0.064,0.01,0.016,0.013,0.011,0.016,0.027,0.03,0.035,0.031,0.056,0.17,3.36,0
2023-11-15 13:56:59,7.9,3.95,0.18,0.058,0.012,0.018,0.032,0.037,0.032,0.031,0.032,0.021,0.01,0.058,0.28,3.23,0
2023-11-15 13:57:59,7.67,3.89,0.16,0.056,0.025,0.018,0.033,0.024,0.017,0.034,0.023,0.025,0.03,0.05,0.237,3.31,0
2023-11-15 13:58:59,7.82,3.91,0.15,0.051,0.028,0.019,0.015,0.01,0.036,0.026,0.022,0.027,0.028,0.058,0.235,3.17,0
2023-11-15 13:59:59,7.79,3.37,0.15,0.061,0.018,0.034,0.018,0.026,0.024,0.015,0.033,0.023,0.03,0.063,0.16,3.13,0
2023-11-15 14:00:59,7.68,3.65,0.18,0.054,0.03,0.032,0.017,0.014,0.011,0.037,0.01,0.01,0.019,0.062,0.19,3.58,0
2023-11-15 14:01:59,8.01,3.03,0.16,0.054,0.021,0.035,0.024,0.011,0.035,0.032,0.028,0.013,0.031,0.061,0.203,3.67,0
2023-11-15 14:02:59,8.01,3.91,0.17,0.064,0.021,0.037,0.021,0.033,0.019,0.023,0.023,0.036,0.026,0.05,0.154,3.01,0
2023-11-15 14:03:59,7.58,3.87,0.16,0.054,0.029,0.016,0.023,0.024,0.031,0.029,0.027,0.028,0.033,0.051,0.242,3.58,0
2023-11-15 14:04:59,8.37,3.94,0.15,0.056,0.015,0.014,0.036,0.018,0.037,0.012,0.025,0.031,0.035,0.053,0.155,3.69,0
2023-11-15 14:05:59,7.9,3.82,0.15,0.061,0.017,0.017,0.027,0.017,0.03,0.023,0.02,0.019,0.024,0.052,0.267,3.28,0
2023-11-15 14:06:59,8.14,3.16,0.16,0.054,0.034,0.021,0.014,0.021,0.011,0.037,0.024,0.031,0.034,0.058,0.147,3.33,0
2023-11-15 14:07:59,7.79,3.85,0.15,0.065,0.02,0.032,0.035,0.011,0.034,0.02,0.03,0.037,0.028,0.064,0.219,3.28,0
2023-11-15 14:08:59,7.74,3.76,0.17,0.051,0.012,0.028,0.018,0.035,0.027,0.016,0.011,0.015,0.01,0.054,0.261,4,0
2023-11-15 14:09:59,8.04,3.02,0.15,0.058,0.03,0.014,0.014,0.021,0.025,0.033,0.025,0.037,0.022,0.058,0.126,3,0
2023-11-15 14:10:59,8.16,3.11,0.17,0.062,0.031,0.022,0.016,0.024,0.032,0.031,0.02,0.038,0.028,0.055,0.134,3.02,0
2023-11-15 14:11:59,8.48,3.61,0.18,0.061,0.025,0.024,0.018,0.037,0.034,0.012,0.038,0.036,0.029,0.051,0.22,3.79,0
2023-11-15 14:12:59,7.92,3.69,0.15,0.052,0.019,0.03,0.011,0.012,0.025,0.025,0.026,0.029,0.017,0.055,0.17,3.08,0
2023-11-15 14:13:59,7.82,3.21,0.15,0.061,0.029,0.024,0.02,0.028,0.015,0.031,0.02,0.033,0.026,0.052,0.127,3.38,0
2023-11-15 14:14:59,8.01,3.73,0.18,0.055,0.038,0.025,0.033,0.026,0.022,0.022,0.014,0.035,0.023,0.052,0.216,3.29,0
2023-11-15 14:15:59,7.55,3.43,0.15,0.058,0.012,0.021,0.029,0.021,0.026,0.03,0.024,0.012,0.021,0.053,0.271,3.4,0
2023-11-15 14:16:59,7.9,3.3,0.18,0.061,0.022,0.035,0.03,0.018,0.028,0.023,0.036,0.031,0.031,0.051,0.244,3.53,0
2023-11-15 14:17:59,7.94,3.98,0.15,0.063,0.038,0.031,0.023,0.024,0.012,0.022,0.014,0.024,0.022,0.06,0.121,3.9,0
2023-11-15 14:18:59,7.82,3.35,0.15,0.053,0.037,0.031,0.028,0.022,0.028,0.032,0.034,0.031,0.013,0.06,0.152,3.13,0
2023-11-15 14:19:59,7.92,3.34,0.15,0.051,0.033,0.011,0.011,0.014,0.012,0.031,0.013,0.03,0.022,0.059,0.204,3.57,0
2023-11-15 14:20:59,8.22,3.04,0.18,0.051,0.016,0.011,0.017,0.018,0.013,0.034,0.022,0.028,0.019,0.058,0.131,3.62,0
2023-11-15 14:21:59,8.02,3.82,0.15,0.064,0.011,0.014,0.02,0.031,0.036,0.012,0.031,0.03,0.02,0.059,0.125,3.54,0
2023-11-15 14:22:59,7.84,3.94,0.16,0.065,0.025,0.023,0.022,0.011,0.032,0.013,0.014,0.038,0.021,0.059,0.262,3.88,0
2023-11-15 14:23:59,7.58,3.59,0.16,0.051,0.038,0.022,0.031,0.017,0.037,0.024,0.017,0.031,0.013,0.052,0.18,4,0
2023-11-15 14:24:59,8.32,3.25,0.18,0.055,0.018,0.038,0.021,0.034,0.026,0.012,0.018,0.029,0.022,0.061,0.239,3.82,0
2023-11-15 14:25:59,7.92,3.24,0.16,0.061,0.031,0.03,0.016,0.025,0.026,0.025,0.037,0.027,0.013,0.05,0.267,3.47,0
2023-11-15 14:26:59,7.67,3.79,0.17,0.055,0.028,0.024,0.011,0.028,0.017,0.03,0.036,0.017,0.023,0.055,0.242,3.2,0
2023-11-15 14:27:59,7.6,3.24,0.16,0.051,0.024,0.014,0.014,0.016,0.013,0.022,0.017,0.018,0.026,0.057,0.22,3.9,0
2023-11-15 14:28:59,8.18,3.57,0.15,0.061,0.01,0.037,0.035,0.038,0.016,0.022,0.031,0.033,0.025,0.061,0.134,3.84,0
2023-11-15 14:29:59,7.54,3.28,0.15,0.055,0.016,0.011,0.016,0.016,0.031,0.03,0.017,0.038,0.01,0.054,0.179,3.9,0
2023-11-15 14:30:59,7.72,3.48,0.17,0.061,0.013,0.027,0.016,0.035,0.035,0.035,0.028,0.028,0.031,0.055,0.252,3.95,0
2023-11-15 14:31:59,8.31,3.18,0.15,0.052,0.012,0.012,0.024,0.027,0.013,0.027,0.016,0.033,0.019,0.061,0.124,3.02,0
2023-11-15 14:32:59,7.53,3.43,0.15,0.061,0.036,0.023,0.03,0.023,0.015,0.029,0.03,0.02,0.038,0.052,0.163,3.28,0
2023-11-15 14:33:59,8.22,3.55,0.15,0.052,0.035,0.014,0.017,0.03,0.025,0.023,0.02,0.028,0.017,0.059,0.202,3.45,0
2023-11-15 14:34:59,7.91,3.92,0.18,0.061,0.019,0.02,0.012,0.01,0.024,0.015,0.033,0.036,0.014,0.057,0.153,3.55,0
2023-11-15 14:35:59,8.25,3.01,0.17,0.058,0.032,0.025,0.034,0.017,0.02,0.026,0.03,0.035,0.015,0.051,0.251,3.83,0
2023-11-15 14:36:59,7.61,3.64,0.15,0.064,0.019,0.027,0.029,0.011,0.019,0.021,0.036,0.018,0.019,0.053,0.183,3.07,0
2023-11-15 14:37:59,7.52,3.93,0.15,0.052,0.031,0.031,0.018,0.022,0.038,0.022,0.021,0.033,0.029,0.057,0.148,3.29,0
2023-11-15 14:38:59,8.44,3.35,0.16,0.063,0.037,0.026,0.019,0.013,0.024,0.021,0.036,0.037,0.015,0.065,0.208,3.21,0
2023-11-15 14:39:59,8.45,3.54,0.15,0.06,0.016,0.014,0.016,0.033,0.035,0.024,0.018,0.035,0.012,0.057,0.172,3.28,0
2023-11-15 14:40:59,7.58,3.36,0.17,0.064,0.019,0.033,0.015,0.033,0.026,0.031,0.03,0.03,0.022,0.051,0.21,3.84,0
2023-11-15 14:41:59,7.93,3.61,0.18,0.063,0.037,0.015,0.016,0.027,0.015,0.025,0.028,0.033,0.014,0.055,0.238,3.91,0
2023-11-15 14:42:59,8.31,3.57,0.17,0.064,0.012,0.025,0.018,0.023,0.03,0.036,0.012,0.024,0.019,0.054,0.221,3.11,0
